customer_id,signup_date,loyalty_tier,customer_segment,age_band,preferred_channel,home_suburb,prior_12m_orders,lifetime_value_before_period,marketing_consent,home_postcode,home_state,home_country,preferred_language,acquisition_source,account_status,preferred_device,email_domain,household_size_band,contact_frequency_preference
CUS00334,2016-02-12,Silver,Small Business,18-24,Mobile,Docklands,6,3373.29,True,3008,VIC,Australia,en,Referral,Active,Desktop,mail.test,3-4,Quarterly
CUS00335,2015-03-05,Silver,Small Business,25-34,Store,Northcote,7,1874.81,True,3070,VIC,Australia,ar,Paid Search,Active,Desktop,example.net,3-4,Quarterly
CUS00336,2013-08-08,Bronze,Premium,55+,Web,Southbank,16,12733.72,True,3006,VIC,Australia,ja,Organic,Active,Tablet,inbox.example,1,Monthly
CUS00337,2017-02-18,Bronze,Small Business,55+,Store,Northcote,5,3449.25,True,3070,VIC,Australia,it,Referral,Dormant,Tablet,inbox.example,3-4,Weekly
CUS00338,2014-02-24,Gold,Value,55+,Mobile,Hawthorn,19,11103.5,False,3122,VIC,Australia,it,Paid Search,Active,Mobile,inbox.example,2,Essential only
CUS00339,2014-03-08,Bronze,Premium,35-44,Mobile,Hawthorn,13,11219.73,True,3122,VIC,Australia,nl,Social,Active,Mobile,mail.test,3-4,Quarterly
CUS00340,2016-08-17,Silver,Premium,25-34,Store,Melbourne,7,3445.49,True,3000,VIC,Australia,ru,Organic,Active,Desktop,example.net,3-4,Monthly
CUS00341,2015-05-15,Gold,Premium,35-44,Store,St Kilda,13,12544.86,True,3182,VIC,Australia,zh,Paid Search,Active,Tablet,example.net,5+,Weekly
CUS00342,2013-09-01,Silver,Small Business,18-24,Store,Northcote,19,17097.25,False,3070,VIC,Australia,es,Organic,Active,Mobile,inbox.example,2,Weekly
CUS00343,2013-07-09,Bronze,Premium,45-54,Mobile,Richmond,8,6621.75,True,3121,VIC,Australia,ja,Referral,Active,Mobile,mail.test,5+,Monthly
CUS00344,2016-11-25,Bronze,Mainstream,25-34,Store,Docklands,5,2884.6,True,3008,VIC,Australia,zh,Social,Review,Desktop,inbox.example,5+,Quarterly
CUS00345,2013-07-13,Platinum,Small Business,18-24,Store,Southbank,12,10246.54,False,3006,VIC,Australia,es,Referral,Active,Mobile,mail.test,2,Essential only
CUS00346,2015-12-02,Bronze,Mainstream,35-44,Mobile,Brunswick,6,6182.94,False,3056,VIC,Australia,ar,Referral,Active,Mobile,example.net,1,Quarterly
CUS00347,2014-05-24,Silver,Premium,25-34,Store,St Kilda,2,2593.56,True,3182,VIC,Australia,pl,Store,Active,Mobile,mail.test,3-4,Essential only
CUS00348,2014-12-08,Bronze,Premium,18-24,Web,Carlton,15,13729.49,False,3053,VIC,Australia,nl,Referral,Active,Tablet,inbox.example,2,Quarterly
CUS00349,2014-07-09,Gold,Value,18-24,Web,Melbourne,16,13118.06,False,3000,VIC,Australia,ru,Social,Active,Tablet,example.net,3-4,Weekly
CUS00350,2013-05-23,Bronze,Premium,35-44,Store,Docklands,4,3174.52,True,3008,VIC,Australia,zh,Paid Search,Active,Tablet,example.net,1,Essential only
CUS00351,2014-12-06,Silver,Mainstream,25-34,Store,Richmond,5,4117.49,False,3121,VIC,Australia,nl,Referral,Active,Tablet,example.net,2,Weekly
CUS00352,2014-06-13,Silver,Premium,55+,Web,Brunswick,12,1050.02,True,3056,VIC,Australia,pl,Referral,Active,Tablet,inbox.example,2,Monthly
CUS00353,2015-09-17,Bronze,Mainstream,45-54,Store,Richmond,7,4534.28,True,3121,VIC,Australia,zh,Social,Review,Desktop,mail.test,2,Weekly
CUS00354,2014-04-08,Silver,Value,55+,Web,Melbourne,13,2138.2,False,3000,VIC,Australia,pt,Organic,Active,Desktop,inbox.example,3-4,Essential only
CUS00355,2017-08-27,Bronze,Mainstream,25-34,Web,Northcote,6,2685.06,True,3070,VIC,Australia,nl,Referral,Active,Tablet,example.net,2,Monthly
CUS00356,2015-02-24,Bronze,Value,18-24,Mobile,Richmond,0,374.26,True,3121,VIC,Australia,nl,Store,Active,Desktop,example.net,3-4,Essential only
CUS00357,2016-05-01,Bronze,Premium,18-24,Web,Hawthorn,3,736.31,False,3122,VIC,Australia,ja,Store,Active,Desktop,inbox.example,1,Quarterly
CUS00358,2015-10-09,Silver,Mainstream,55+,Web,Brunswick,15,8405.38,True,3056,VIC,Australia,ar,Referral,Active,Desktop,inbox.example,1,Essential only
CUS00359,2015-12-14,Bronze,Value,45-54,Store,Northcote,20,11185.75,True,3070,VIC,Australia,en,Organic,Active,Mobile,mail.test,3-4,Quarterly
CUS00360,2014-11-08,Bronze,Premium,18-24,Mobile,Melbourne,17,13269.83,True,3000,VIC,Australia,ru,Paid Search,Active,Desktop,example.net,1,Weekly
CUS00361,2013-02-15,Silver,Small Business,25-34,Web,Melbourne,19,9002.87,True,3000,VIC,Australia,pl,Referral,Review,Tablet,example.net,1,Essential only
CUS00362,2017-05-05,Bronze,Premium,55+,Web,Southbank,4,615.63,True,3006,VIC,Australia,pt,Organic,Active,Mobile,inbox.example,1,Essential only
CUS00363,2016-07-09,Bronze,Value,25-34,Store,Melbourne,7,760.23,True,3000,VIC,Australia,pl,Store,Active,Tablet,mail.test,1,Monthly
CUS00364,2015-04-03,Gold,Value,18-24,Web,Northcote,7,3907.65,False,3070,VIC,Australia,pt,Organic,Active,Tablet,example.net,3-4,Essential only
CUS00365,2013-03-03,Bronze,Mainstream,55+,Mobile,Melbourne,7,4263.42,True,3000,VIC,Australia,ja,Organic,Active,Desktop,mail.test,2,Essential only
CUS00366,2013-12-14,Silver,Value,25-34,Store,Southbank,4,1156.9,True,3006,VIC,Australia,en,Store,Active,Mobile,inbox.example,2,Essential only
CUS00367,2014-12-19,Silver,Mainstream,45-54,Store,Richmond,2,2150.46,True,3121,VIC,Australia,it,Store,Active,Mobile,mail.test,2,Quarterly
CUS00368,2013-07-13,Silver,Small Business,45-54,Store,Footscray,10,5266.14,False,3011,VIC,Australia,pt,Organic,Dormant,Tablet,mail.test,1,Monthly
CUS00369,2016-08-19,Bronze,Small Business,18-24,Store,Richmond,13,2784.23,False,3121,VIC,Australia,zh,Social,Active,Mobile,example.net,3-4,Monthly
CUS00370,2017-07-16,Bronze,Premium,45-54,Store,Carlton,5,2630.51,True,3053,VIC,Australia,es,Paid Search,Active,Mobile,mail.test,3-4,Essential only
CUS00371,2016-05-24,Bronze,Value,25-34,Mobile,Southbank,4,1662.52,False,3006,VIC,Australia,de,Paid Search,Dormant,Mobile,example.net,2,Quarterly
CUS00372,2014-12-03,Bronze,Value,55+,Store,Carlton,2,571.67,False,3053,VIC,Australia,it,Referral,Active,Mobile,mail.test,1,Weekly
CUS00373,2015-08-24,Silver,Mainstream,55+,Web,Richmond,11,5297.27,True,3121,VIC,Australia,it,Referral,Active,Mobile,inbox.example,5+,Weekly
CUS00374,2013-12-08,Bronze,Value,35-44,Web,Northcote,18,7401.64,False,3070,VIC,Australia,pl,Store,Review,Tablet,mail.test,5+,Weekly
CUS00375,2015-02-16,Bronze,Small Business,45-54,Web,Hawthorn,10,5509.88,True,3122,VIC,Australia,pt,Social,Active,Mobile,mail.test,5+,Monthly
CUS00376,2017-05-20,Silver,Value,45-54,Store,Carlton,0,331.34,True,3053,VIC,Australia,hi,Store,Active,Mobile,mail.test,1,Essential only
CUS00377,2015-07-20,Silver,Small Business,25-34,Web,Carlton,19,7603.29,True,3053,VIC,Australia,hi,Store,Active,Tablet,inbox.example,3-4,Monthly
CUS00378,2014-03-08,Gold,Mainstream,18-24,Web,St Kilda,21,16824.19,True,3182,VIC,Australia,ja,Store,Active,Desktop,example.net,3-4,Weekly
CUS00379,2016-02-13,Gold,Value,35-44,Web,Footscray,13,8481.61,True,3011,VIC,Australia,ar,Referral,Active,Tablet,mail.test,2,Weekly
CUS00380,2015-07-24,Bronze,Mainstream,18-24,Store,St Kilda,14,7572.67,True,3182,VIC,Australia,ar,Organic,Dormant,Tablet,inbox.example,1,Monthly
CUS00381,2014-05-19,Silver,Small Business,18-24,Store,Brunswick,0,355.48,False,3056,VIC,Australia,pt,Organic,Active,Mobile,example.net,1,Quarterly
CUS00382,2017-06-05,Gold,Small Business,55+,Store,Melbourne,0,406.2,False,3000,VIC,Australia,fr,Paid Search,Active,Mobile,mail.test,1,Weekly
CUS00383,2013-11-07,Gold,Small Business,18-24,Mobile,Carlton,1,304.13,False,3053,VIC,Australia,ar,Referral,Active,Mobile,inbox.example,2,Weekly
CUS00384,2016-05-11,Bronze,Mainstream,55+,Mobile,Carlton,5,2731.12,True,3053,VIC,Australia,fr,Store,Active,Mobile,mail.test,3-4,Essential only
CUS00385,2016-11-25,Bronze,Value,35-44,Mobile,Northcote,20,15904.53,True,3070,VIC,Australia,nl,Store,Active,Tablet,example.net,2,Monthly
CUS00386,2016-07-02,Gold,Mainstream,45-54,Web,Melbourne,11,9811.68,True,3000,VIC,Australia,nl,Paid Search,Active,Desktop,inbox.example,3-4,Weekly
CUS00387,2014-01-05,Bronze,Mainstream,18-24,Store,Docklands,12,11096.28,True,3008,VIC,Australia,ja,Organic,Active,Desktop,mail.test,1,Essential only
CUS00388,2015-02-04,Silver,Premium,25-34,Store,Carlton,1,1083.1,True,3053,VIC,Australia,fr,Organic,Active,Tablet,mail.test,5+,Quarterly
CUS00389,2013-10-17,Bronze,Mainstream,25-34,Web,Docklands,2,1198.55,True,3008,VIC,Australia,ru,Referral,Active,Tablet,inbox.example,3-4,Monthly
CUS00390,2013-02-18,Bronze,Premium,18-24,Store,Southbank,11,4631.74,True,3006,VIC,Australia,de,Social,Active,Desktop,example.net,3-4,Quarterly
CUS00391,2013-02-15,Silver,Premium,55+,Store,Northcote,10,9275.98,False,3070,VIC,Australia,ja,Paid Search,Active,Tablet,mail.test,1,Weekly
CUS00392,2016-01-21,Bronze,Value,55+,Store,Southbank,20,9679.28,True,3006,VIC,Australia,pt,Social,Active,Tablet,mail.test,5+,Monthly
CUS00393,2016-09-22,Gold,Value,25-34,Store,Richmond,16,8722.16,True,3121,VIC,Australia,it,Social,Active,Desktop,example.net,1,Monthly
CUS00394,2017-08-04,Silver,Small Business,25-34,Store,Docklands,19,7191.57,True,3008,VIC,Australia,ja,Referral,Active,Mobile,example.net,2,Weekly
CUS00395,2015-04-17,Gold,Mainstream,35-44,Store,Richmond,13,11124.87,True,3121,VIC,Australia,ja,Organic,Active,Tablet,inbox.example,5+,Essential only
CUS00396,2013-09-23,Silver,Mainstream,45-54,Web,Carlton,8,4730.43,False,3053,VIC,Australia,it,Social,Active,Tablet,mail.test,5+,Quarterly
CUS00397,2016-12-05,Bronze,Mainstream,18-24,Mobile,Carlton,14,3384.76,False,3053,VIC,Australia,nl,Paid Search,Active,Mobile,inbox.example,1,Quarterly
CUS00398,2017-12-10,Gold,Premium,45-54,Store,St Kilda,12,4281.8,False,3182,VIC,Australia,ar,Store,Active,Mobile,inbox.example,2,Monthly
CUS00399,2017-10-25,Silver,Small Business,18-24,Store,Melbourne,1,1527.76,True,3000,VIC,Australia,es,Paid Search,Active,Mobile,mail.test,5+,Essential only
CUS00400,2017-08-16,Bronze,Value,25-34,Mobile,St Kilda,2,927.21,True,3182,VIC,Australia,pl,Referral,Active,Desktop,inbox.example,5+,Weekly
CUS00401,2013-10-08,Bronze,Premium,18-24,Store,Richmond,12,8841.28,True,3121,VIC,Australia,en,Social,Active,Desktop,example.net,3-4,Monthly
CUS00402,2015-02-05,Gold,Value,18-24,Mobile,Brunswick,7,2548.66,False,3056,VIC,Australia,fr,Paid Search,Active,Tablet,inbox.example,5+,Weekly
CUS00403,2014-03-27,Gold,Mainstream,25-34,Mobile,Southbank,6,1843.83,True,3006,VIC,Australia,ar,Referral,Dormant,Tablet,inbox.example,1,Monthly
CUS00404,2016-05-27,Gold,Small Business,55+,Store,Northcote,21,12407.13,True,3070,VIC,Australia,it,Paid Search,Active,Mobile,mail.test,1,Quarterly
CUS00405,2015-11-05,Bronze,Value,18-24,Mobile,Carlton,0,543.31,True,3053,VIC,Australia,es,Paid Search,Active,Tablet,mail.test,5+,Essential only
CUS00406,2013-08-12,Bronze,Small Business,35-44,Mobile,Docklands,1,1628.6,False,3008,VIC,Australia,it,Organic,Active,Tablet,inbox.example,2,Weekly
CUS00407,2014-09-05,Silver,Value,55+,Web,Richmond,4,3248.47,False,3121,VIC,Australia,ru,Store,Active,Tablet,mail.test,5+,Essential only
CUS00408,2015-07-12,Bronze,Premium,45-54,Web,Richmond,7,6606.9,True,3121,VIC,Australia,en,Social,Active,Mobile,mail.test,1,Essential only
CUS00409,2017-10-07,Gold,Small Business,18-24,Store,Northcote,20,8349.64,True,3070,VIC,Australia,pl,Store,Active,Desktop,inbox.example,5+,Weekly
CUS00410,2017-09-08,Gold,Small Business,45-54,Store,Carlton,9,8025.65,False,3053,VIC,Australia,pt,Paid Search,Active,Tablet,inbox.example,1,Essential only
CUS00411,2013-09-01,Silver,Premium,25-34,Web,Footscray,13,2392.19,True,3011,VIC,Australia,ru,Referral,Active,Tablet,inbox.example,3-4,Essential only
CUS00412,2017-03-13,Platinum,Mainstream,25-34,Store,Docklands,7,4051.87,True,3008,VIC,Australia,zh,Organic,Active,Tablet,example.net,3-4,Monthly
CUS00413,2013-06-15,Silver,Small Business,45-54,Store,Docklands,21,12935.86,True,3008,VIC,Australia,ar,Referral,Active,Mobile,inbox.example,1,Essential only
CUS00414,2017-07-02,Silver,Mainstream,18-24,Web,St Kilda,16,13315.21,True,3182,VIC,Australia,en,Paid Search,Active,Mobile,inbox.example,3-4,Monthly
CUS00415,2017-06-04,Silver,Small Business,45-54,Web,Footscray,14,12820.23,False,3011,VIC,Australia,zh,Social,Active,Desktop,mail.test,5+,Essential only
CUS00416,2017-05-06,Bronze,Mainstream,55+,Mobile,Melbourne,14,7283.13,True,3000,VIC,Australia,ja,Referral,Active,Mobile,example.net,5+,Quarterly
CUS00417,2014-03-21,Silver,Small Business,35-44,Web,Brunswick,13,1761.58,True,3056,VIC,Australia,ru,Referral,Active,Mobile,inbox.example,2,Quarterly
CUS00418,2014-07-17,Bronze,Premium,25-34,Mobile,Carlton,19,6744.55,False,3053,VIC,Australia,ar,Store,Active,Tablet,inbox.example,2,Monthly
CUS00419,2013-04-25,Gold,Mainstream,35-44,Mobile,Melbourne,13,5045.47,True,3000,VIC,Australia,pt,Store,Active,Tablet,mail.test,1,Essential only
CUS00420,2014-06-13,Silver,Value,18-24,Store,Docklands,2,787.29,True,3008,VIC,Australia,it,Store,Active,Mobile,example.net,1,Weekly
CUS00421,2017-10-03,Bronze,Mainstream,25-34,Store,St Kilda,14,4132.75,True,3182,VIC,Australia,ru,Organic,Active,Desktop,mail.test,1,Monthly
CUS00422,2017-01-25,Gold,Small Business,18-24,Store,Hawthorn,2,876.65,False,3122,VIC,Australia,ar,Paid Search,Active,Mobile,mail.test,1,Monthly
CUS00423,2015-07-01,Gold,Mainstream,45-54,Store,Melbourne,6,756.98,False,3000,VIC,Australia,nl,Organic,Active,Mobile,mail.test,1,Monthly
CUS00424,2017-08-08,Gold,Small Business,45-54,Web,Northcote,19,12736.11,False,3070,VIC,Australia,ar,Organic,Active,Tablet,example.net,5+,Weekly
CUS00425,2013-03-21,Silver,Mainstream,18-24,Store,St Kilda,9,6622.55,False,3182,VIC,Australia,pl,Referral,Active,Desktop,example.net,1,Essential only
CUS00426,2014-12-10,Silver,Value,25-34,Store,Carlton,3,2223.24,False,3053,VIC,Australia,ar,Organic,Dormant,Desktop,example.net,2,Weekly
CUS00427,2015-07-13,Bronze,Mainstream,45-54,Mobile,Brunswick,6,675.41,False,3056,VIC,Australia,pl,Paid Search,Active,Mobile,mail.test,1,Monthly
CUS00428,2013-01-05,Gold,Value,35-44,Store,Hawthorn,1,285.53,True,3122,VIC,Australia,zh,Store,Active,Tablet,mail.test,3-4,Quarterly
CUS00429,2015-03-01,Bronze,Value,35-44,Store,St Kilda,9,3968.93,False,3182,VIC,Australia,nl,Store,Active,Tablet,mail.test,5+,Quarterly
CUS00430,2014-12-13,Bronze,Mainstream,55+,Mobile,Hawthorn,20,1742.92,True,3122,VIC,Australia,pt,Social,Active,Tablet,mail.test,2,Quarterly
CUS00431,2014-06-10,Gold,Small Business,45-54,Store,Carlton,0,364.59,True,3053,VIC,Australia,es,Social,Active,Tablet,mail.test,1,Weekly
CUS00432,2014-06-27,Gold,Small Business,25-34,Mobile,Northcote,7,4106.21,True,3070,VIC,Australia,ru,Social,Active,Mobile,inbox.example,5+,Quarterly
CUS00433,2017-11-22,Platinum,Premium,25-34,Store,Richmond,7,4204.11,True,3121,VIC,Australia,zh,Paid Search,Active,Desktop,mail.test,1,Essential only
CUS00434,2017-12-21,Silver,Value,25-34,Store,Richmond,4,1040.39,True,3121,VIC,Australia,en,Paid Search,Active,Mobile,mail.test,5+,Weekly
CUS00435,2016-02-02,Bronze,Premium,55+,Mobile,Brunswick,18,4856.69,True,3056,VIC,Australia,ru,Referral,Dormant,Mobile,example.net,3-4,Essential only
CUS00436,2017-08-06,Gold,Mainstream,18-24,Store,Docklands,7,5351.26,True,3008,VIC,Australia,it,Paid Search,Active,Tablet,inbox.example,1,Quarterly
CUS00437,2015-02-12,Bronze,Value,25-34,Store,Docklands,16,7064.39,True,3008,VIC,Australia,ru,Store,Active,Desktop,example.net,5+,Monthly
CUS00438,2014-10-11,Silver,Value,55+,Mobile,Northcote,1,467.6,True,3070,VIC,Australia,en,Paid Search,Active,Desktop,example.net,1,Monthly
CUS00439,2015-04-22,Gold,Value,18-24,Mobile,Richmond,6,2874.03,True,3121,VIC,Australia,fr,Paid Search,Active,Tablet,mail.test,2,Essential only
CUS00440,2017-07-25,Gold,Small Business,18-24,Web,Northcote,12,5930.14,True,3070,VIC,Australia,hi,Referral,Active,Tablet,example.net,1,Quarterly
CUS00441,2017-11-26,Bronze,Mainstream,55+,Store,Hawthorn,17,12813.83,True,3122,VIC,Australia,de,Organic,Active,Mobile,inbox.example,3-4,Essential only
CUS00442,2017-03-21,Bronze,Value,18-24,Store,Melbourne,0,844.92,True,3000,VIC,Australia,es,Social,Active,Desktop,inbox.example,5+,Essential only
CUS00443,2015-06-22,Silver,Premium,18-24,Store,Southbank,20,17629.45,True,3006,VIC,Australia,zh,Store,Active,Desktop,mail.test,5+,Weekly
CUS00444,2015-02-15,Bronze,Small Business,18-24,Mobile,Richmond,20,6800.33,True,3121,VIC,Australia,ar,Store,Active,Desktop,mail.test,2,Essential only
CUS00445,2016-02-04,Gold,Mainstream,55+,Store,Carlton,7,6451.98,False,3053,VIC,Australia,en,Organic,Active,Desktop,mail.test,3-4,Essential only
CUS00446,2014-08-19,Bronze,Mainstream,45-54,Store,Hawthorn,0,352.95,True,3122,VIC,Australia,en,Paid Search,Active,Mobile,example.net,3-4,Essential only
CUS00447,2015-08-01,Bronze,Small Business,18-24,Web,Docklands,17,2175.26,True,3008,VIC,Australia,es,Store,Active,Mobile,mail.test,1,Quarterly
CUS00448,2014-06-24,Platinum,Value,45-54,Mobile,Melbourne,9,8514.28,False,3000,VIC,Australia,ar,Organic,Dormant,Desktop,example.net,3-4,Monthly
CUS00449,2017-08-27,Bronze,Value,45-54,Store,Carlton,14,3042.3,True,3053,VIC,Australia,it,Social,Active,Tablet,inbox.example,5+,Quarterly
CUS00450,2016-08-27,Bronze,Small Business,45-54,Store,St Kilda,12,6973.29,True,3182,VIC,Australia,en,Social,Active,Tablet,mail.test,1,Weekly
CUS00451,2014-06-22,Platinum,Value,45-54,Mobile,Carlton,15,11227.73,True,3053,VIC,Australia,en,Store,Active,Desktop,mail.test,5+,Essential only
CUS00452,2014-03-19,Silver,Small Business,45-54,Web,Hawthorn,19,4137.1,False,3122,VIC,Australia,zh,Paid Search,Active,Tablet,example.net,2,Essential only
CUS00453,2014-10-23,Bronze,Premium,45-54,Web,Brunswick,15,4508.67,False,3056,VIC,Australia,de,Social,Active,Mobile,mail.test,1,Monthly
CUS00454,2015-05-06,Silver,Value,55+,Web,Northcote,20,10933.06,False,3070,VIC,Australia,ru,Paid Search,Active,Tablet,inbox.example,5+,Monthly
CUS00455,2015-01-24,Gold,Small Business,55+,Store,Docklands,6,4295.5,True,3008,VIC,Australia,ar,Organic,Active,Tablet,example.net,1,Essential only
CUS00456,2016-09-02,Bronze,Small Business,55+,Web,Richmond,10,6591.2,True,3121,VIC,Australia,fr,Paid Search,Active,Tablet,inbox.example,5+,Quarterly
CUS00457,2014-12-01,Platinum,Mainstream,55+,Mobile,Northcote,19,15397.08,False,3070,VIC,Australia,it,Social,Active,Desktop,inbox.example,3-4,Essential only
CUS00458,2014-04-16,Bronze,Small Business,55+,Mobile,Northcote,20,17243.48,True,3070,VIC,Australia,zh,Paid Search,Active,Mobile,inbox.example,1,Quarterly
CUS00459,2017-07-19,Silver,Small Business,18-24,Mobile,Brunswick,5,2659.37,True,3056,VIC,Australia,fr,Store,Active,Desktop,mail.test,5+,Quarterly
CUS00460,2017-10-08,Platinum,Value,45-54,Store,Docklands,20,14181.44,False,3008,VIC,Australia,nl,Store,Active,Desktop,inbox.example,3-4,Monthly
CUS00461,2017-10-07,Silver,Small Business,18-24,Web,Brunswick,4,2124.15,True,3056,VIC,Australia,it,Store,Active,Mobile,mail.test,3-4,Monthly
CUS00462,2016-10-06,Silver,Mainstream,35-44,Web,Docklands,11,9913.29,False,3008,VIC,Australia,en,Store,Active,Tablet,mail.test,2,Monthly
CUS00463,2016-07-11,Silver,Premium,35-44,Mobile,Richmond,12,4528.34,True,3121,VIC,Australia,zh,Organic,Active,Tablet,example.net,5+,Essential only
CUS00464,2014-07-17,Bronze,Premium,18-24,Mobile,St Kilda,18,14045.08,False,3182,VIC,Australia,de,Paid Search,Active,Tablet,mail.test,5+,Quarterly
CUS00465,2014-10-04,Bronze,Value,35-44,Mobile,Brunswick,5,3550.22,True,3056,VIC,Australia,ja,Referral,Active,Tablet,mail.test,2,Monthly
CUS00466,2013-09-08,Bronze,Value,45-54,Web,Southbank,3,3055.89,True,3006,VIC,Australia,zh,Social,Dormant,Tablet,inbox.example,1,Essential only
CUS00467,2013-11-02,Silver,Small Business,25-34,Store,Carlton,0,623.36,True,3053,VIC,Australia,pl,Paid Search,Dormant,Mobile,example.net,3-4,Weekly
CUS00468,2013-07-24,Platinum,Mainstream,45-54,Web,St Kilda,0,330.62,True,3182,VIC,Australia,ru,Organic,Active,Tablet,inbox.example,3-4,Essential only
CUS00469,2016-05-24,Platinum,Premium,25-34,Store,Docklands,10,1336.17,True,3008,VIC,Australia,hi,Store,Active,Tablet,mail.test,1,Quarterly
CUS00470,2014-05-10,Bronze,Mainstream,18-24,Web,Southbank,6,5914.3,True,3006,VIC,Australia,pl,Social,Active,Desktop,mail.test,2,Weekly
CUS00471,2015-10-23,Bronze,Small Business,35-44,Store,Northcote,10,8408.15,True,3070,VIC,Australia,ar,Paid Search,Active,Tablet,example.net,1,Monthly
CUS00472,2014-01-13,Bronze,Small Business,45-54,Web,Southbank,2,286.79,True,3006,VIC,Australia,es,Social,Active,Mobile,inbox.example,3-4,Quarterly
CUS00473,2013-01-26,Gold,Value,18-24,Store,Carlton,13,6857.18,True,3053,VIC,Australia,it,Store,Active,Tablet,mail.test,1,Essential only
CUS00474,2015-11-05,Gold,Mainstream,35-44,Mobile,Hawthorn,8,7203.55,True,3122,VIC,Australia,pl,Referral,Active,Desktop,example.net,2,Monthly
CUS00475,2017-10-24,Bronze,Premium,45-54,Mobile,Northcote,14,1422.73,True,3070,VIC,Australia,zh,Referral,Active,Desktop,example.net,3-4,Essential only
CUS00476,2016-03-12,Bronze,Mainstream,45-54,Store,Carlton,9,7403.1,True,3053,VIC,Australia,hi,Social,Active,Tablet,inbox.example,2,Essential only
CUS00477,2016-10-09,Bronze,Premium,18-24,Store,St Kilda,15,12139.98,True,3182,VIC,Australia,pl,Social,Active,Desktop,mail.test,3-4,Monthly
CUS00478,2015-11-16,Silver,Mainstream,45-54,Mobile,Northcote,3,3143.36,True,3070,VIC,Australia,es,Store,Active,Mobile,inbox.example,5+,Monthly
CUS00479,2015-04-03,Bronze,Mainstream,45-54,Mobile,Carlton,18,9074.98,True,3053,VIC,Australia,pl,Social,Active,Mobile,mail.test,1,Weekly
CUS00480,2016-03-14,Silver,Small Business,35-44,Mobile,Northcote,10,6297.07,True,3070,VIC,Australia,pl,Referral,Dormant,Mobile,mail.test,2,Weekly
CUS00481,2014-01-16,Silver,Mainstream,55+,Mobile,Melbourne,16,11355.96,True,3000,VIC,Australia,es,Paid Search,Active,Mobile,example.net,1,Quarterly
CUS00482,2013-02-26,Silver,Value,18-24,Web,Brunswick,3,1751.16,True,3056,VIC,Australia,fr,Store,Active,Desktop,example.net,1,Quarterly
CUS00483,2017-04-11,Gold,Value,55+,Web,Melbourne,19,8843.1,True,3000,VIC,Australia,pl,Social,Active,Mobile,inbox.example,2,Quarterly
CUS00484,2015-07-13,Gold,Value,55+,Mobile,Southbank,11,1051.4,False,3006,VIC,Australia,hi,Referral,Active,Desktop,example.net,5+,Monthly
CUS00485,2016-04-15,Bronze,Small Business,35-44,Mobile,Southbank,6,4906.59,True,3006,VIC,Australia,pt,Referral,Dormant,Tablet,mail.test,5+,Weekly
CUS00486,2015-01-01,Bronze,Small Business,45-54,Store,St Kilda,5,5232.48,True,3182,VIC,Australia,pt,Social,Active,Mobile,mail.test,3-4,Quarterly
CUS00487,2014-04-04,Bronze,Value,18-24,Store,Brunswick,21,4527.57,False,3056,VIC,Australia,hi,Referral,Active,Desktop,inbox.example,3-4,Weekly
CUS00488,2015-12-23,Bronze,Mainstream,55+,Web,Hawthorn,16,13608.56,True,3122,VIC,Australia,fr,Referral,Active,Tablet,mail.test,5+,Monthly
CUS00489,2017-04-04,Bronze,Mainstream,45-54,Mobile,Carlton,21,19267.29,True,3053,VIC,Australia,ru,Organic,Active,Mobile,inbox.example,2,Monthly
CUS00490,2016-05-12,Bronze,Value,18-24,Web,Docklands,6,6273.13,False,3008,VIC,Australia,ru,Organic,Active,Mobile,mail.test,3-4,Monthly
CUS00491,2016-11-12,Bronze,Small Business,35-44,Mobile,Carlton,21,10069.58,True,3053,VIC,Australia,nl,Store,Active,Desktop,example.net,5+,Essential only
CUS00492,2016-01-06,Platinum,Small Business,55+,Store,Brunswick,10,4627.52,True,3056,VIC,Australia,fr,Social,Active,Desktop,inbox.example,1,Quarterly
CUS00493,2015-09-07,Bronze,Small Business,35-44,Store,Richmond,11,5570.16,True,3121,VIC,Australia,it,Store,Active,Tablet,mail.test,5+,Essential only
CUS00494,2014-12-13,Gold,Premium,18-24,Web,Richmond,13,7349.72,False,3121,VIC,Australia,it,Store,Dormant,Desktop,example.net,2,Quarterly
CUS00495,2013-10-19,Bronze,Mainstream,18-24,Web,Docklands,0,197.58,True,3008,VIC,Australia,ar,Store,Active,Desktop,mail.test,3-4,Weekly
CUS00496,2013-05-09,Platinum,Small Business,25-34,Mobile,Carlton,19,15035.16,True,3053,VIC,Australia,pl,Organic,Active,Tablet,mail.test,5+,Quarterly
CUS00497,2014-08-26,Silver,Value,25-34,Web,Hawthorn,4,3209.36,True,3122,VIC,Australia,en,Organic,Active,Tablet,mail.test,2,Weekly
CUS00498,2013-02-01,Platinum,Value,55+,Mobile,Footscray,15,5735.2,False,3011,VIC,Australia,fr,Referral,Active,Tablet,inbox.example,1,Quarterly
CUS00499,2016-01-14,Silver,Small Business,25-34,Store,Hawthorn,3,474.19,False,3122,VIC,Australia,ru,Organic,Active,Desktop,example.net,5+,Weekly
CUS00500,2017-02-23,Bronze,Mainstream,18-24,Mobile,Hawthorn,17,11271.62,False,3122,VIC,Australia,ja,Paid Search,Active,Tablet,example.net,2,Monthly
