delivery_id,order_id,dispatch_date,promised_date,delivered_date,carrier,service_level,delivery_status,delay_days,on_time_in_full,fulfilment_hours,delivery_cost,delay_reason,promised_days,tracking_event_count,delivery_window,shipping_distance_km,signature_required,estimated_carbon_kg,delivery_note_clean
HDEL002614,HORD002614,2018-12-11,2018-12-15,2018-12-13,Direct Freight,Standard,Delivered,0,True,66,9.26,none,4,5,Anytime,8.3267,False,0.418,Delivered within promise
HDEL002615,HORD002615,2018-01-30,2018-02-03,2018-02-03,DHL,Standard,Delivered,0,True,16,11.08,none,4,8,Anytime,8.5268,True,1.051,Delivered within promise
HDEL002616,HORD002616,2018-11-22,2018-11-25,2018-11-30,StarTrack,Standard,Delivered,5,False,11,7.01,weather,3,6,Anytime,1.0237,True,0.306,Carrier scan reconciled
HDEL002617,HORD002617,2018-05-02,2018-05-05,2018-05-04,Direct Freight,Standard,Delivered,0,True,34,8.95,none,3,8,Morning,5.6281,True,0.54,Delivered within promise
HDEL002618,HORD002618,2018-06-16,2018-06-19,2018-06-18,DHL,Express,Delivered,0,True,4,20.46,none,3,5,Anytime,2.094,True,0.4,Delivered within promise
HDEL002619,HORD002619,2018-03-03,2018-03-06,2018-03-05,StarTrack,Standard,Delivered,0,True,15,7.08,none,3,3,Morning,2.6583,True,0.329,Delivered within promise
HDEL002620,HORD002620,2018-08-19,2018-08-22,2018-08-20,Direct Freight,Standard,Delivered,0,True,21,14.51,none,3,3,Anytime,7.2037,True,0.679,Delivered within promise
HDEL002621,HORD002621,2018-01-12,2018-01-15,2018-01-13,DHL,Standard,Delivered,0,True,2,8.74,none,3,3,Morning,6.4197,True,1.087,Delivered within promise
HDEL002622,HORD002622,2018-04-12,2018-04-15,2018-04-14,StarTrack,Standard,Delivered,0,True,44,6.59,none,3,3,Morning,3.1423,True,0.939,Delivered within promise
HDEL002623,HORD002623,2018-07-24,2018-07-31,2018-07-30,DHL,Standard,Delivered,0,True,3,11.19,none,7,6,Afternoon,2.8357,False,0.338,Delivered within promise
HDEL002624,HORD002624,2018-09-02,2018-09-09,2018-09-07,Direct Freight,Standard,Delivered,0,True,5,9.99,none,7,4,Morning,8.3161,True,0.56,Delivered within promise
HDEL002625,HORD002625,2018-02-18,2018-02-25,2018-02-23,DHL,Standard,Delivered,0,True,9,7.27,none,7,8,Morning,1.9749,False,0.276,Delivered within promise
HDEL002626,HORD002626,2018-04-22,2018-04-25,2018-04-25,Direct Freight,Standard,Delivered,0,True,19,5.5,none,3,8,Afternoon,1.7333,True,0.378,Delivered within promise
HDEL002627,HORD002627,2018-02-19,2018-02-23,2018-02-23,Direct Freight,Standard,Delivered,0,True,5,8.78,none,4,5,Morning,4.0513,False,0.366,Delivered within promise
HDEL002628,HORD002628,2018-01-26,2018-01-29,2018-01-30,StarTrack,Express,Delivered,1,False,18,16.08,weather,3,6,Morning,3.5441,True,0.406,Carrier scan reconciled
HDEL002629,HORD002629,2018-06-18,2018-06-25,2018-06-23,StarTrack,Standard,Delivered,0,True,61,12.4,none,7,8,Morning,5.4705,True,0.483,Delivered within promise
HDEL002630,HORD002630,2018-10-25,2018-10-29,2018-11-01,AusPost,Express,Delivered,3,False,67,19.19,weather,4,4,Morning,6.6095,True,0.528,Carrier scan reconciled
HDEL002631,HORD002631,2018-10-18,2018-10-23,2018-10-21,AusPost,Standard,Delivered,0,True,8,10.04,none,5,9,Afternoon,7.8057,True,0.47,Delivered within promise
HDEL002632,HORD002632,2018-02-14,2018-02-21,2018-02-19,DHL,Standard,Delivered,0,True,47,9.07,none,7,5,Anytime,3.9884,True,0.5,Delivered within promise
HDEL002633,HORD002633,2018-07-10,2018-07-15,2018-07-13,DHL,Standard,Delivered,0,True,68,11.9,none,5,8,Morning,4.5948,False,0.364,Delivered within promise
HDEL002634,HORD002634,2018-03-16,2018-03-20,2018-03-18,StarTrack,Standard,Delivered,0,True,57,9.58,none,4,8,Anytime,4.6664,False,0.331,Delivered within promise
HDEL002635,HORD002635,2018-07-11,2018-07-16,2018-07-15,AusPost,Standard,Delivered,0,True,20,7.24,none,5,3,Afternoon,0.8218,True,0.278,Delivered within promise
HDEL002636,HORD002636,2018-04-25,2018-04-28,2018-04-28,StarTrack,Express,Delivered,0,True,64,17.18,none,3,5,Anytime,7.7566,True,0.494,Delivered within promise
HDEL002637,HORD002637,2018-12-12,2018-12-17,2018-12-17,DHL,Standard,Delivered,0,True,62,9.1,none,5,9,Anytime,5.3305,False,0.334,Delivered within promise
HDEL002638,HORD002638,2018-10-03,2018-10-08,2018-10-07,StarTrack,Standard,Delivered,0,True,35,7.33,none,5,7,Anytime,4.4364,True,0.516,Delivered within promise
HDEL002639,HORD002639,2018-05-08,2018-05-14,2018-05-14,Direct Freight,Express,Delivered,0,True,32,15.14,none,6,4,Morning,1.0896,True,1.011,Delivered within promise
HDEL002640,HORD002640,2018-01-31,2018-02-04,2018-02-04,Direct Freight,Standard,Delivered,0,True,58,9.42,none,4,4,Morning,8.0545,True,0.988,Delivered within promise
HDEL002641,HORD002641,2018-10-05,2018-10-11,2018-10-11,StarTrack,Standard,Delivered,0,True,14,11.28,none,6,5,Afternoon,8.927,True,0.641,Delivered within promise
HDEL002642,HORD002642,2018-01-04,2018-01-07,2018-01-05,AusPost,Standard,Delivered,0,True,29,6.52,none,3,9,Anytime,0.4334,False,0.226,Delivered within promise
HDEL002643,HORD002643,2018-01-30,2018-02-02,2018-02-01,AusPost,Standard,Delivered,0,True,9,12.63,none,3,5,Afternoon,8.8231,False,0.507,Delivered within promise
HDEL002644,HORD002644,2018-08-07,2018-08-10,2018-08-08,AusPost,Standard,Delivered,0,True,19,10.74,none,3,8,Afternoon,2.9223,True,0.529,Delivered within promise
HDEL002645,HORD002645,2018-04-23,2018-04-30,2018-04-29,DHL,Standard,Delivered,0,True,27,9.2,none,7,6,Anytime,7.0587,True,0.507,Delivered within promise
HDEL002646,HORD002646,2018-05-04,2018-05-08,2018-05-07,DHL,Standard,Delivered,0,True,59,7.12,none,4,6,Afternoon,4.0513,True,0.436,Delivered within promise
HDEL002647,HORD002647,2018-12-26,2018-12-30,2018-12-28,StarTrack,Standard,Delivered,0,True,55,9.24,none,4,5,Afternoon,3.4523,False,0.369,Delivered within promise
HDEL002648,HORD002648,2018-10-28,2018-10-31,2018-10-29,StarTrack,Standard,Delivered,0,True,13,7.18,none,3,4,Morning,4.3401,True,0.826,Delivered within promise
HDEL002649,HORD002649,2018-08-14,2018-08-20,2018-08-18,StarTrack,Standard,Delivered,0,True,28,11.42,none,6,4,Morning,6.6095,False,0.43,Delivered within promise
HDEL002650,HORD002650,2018-04-06,2018-04-10,2018-04-12,StarTrack,Standard,Delivered,2,False,27,11.4,weather,4,4,Afternoon,9.0062,False,1.098,Carrier scan reconciled
HDEL002651,HORD002651,2018-04-28,2018-05-01,2018-05-01,AusPost,Express,Delivered,0,True,2,15.3,none,3,8,Anytime,5.4986,True,0.53,Delivered within promise
HDEL002652,HORD002652,2018-11-29,2018-12-02,2018-12-01,DHL,Standard,Delivered,0,True,69,6.3,none,3,9,Anytime,1.0237,False,0.866,Delivered within promise
HDEL002653,HORD002653,2018-10-14,2018-10-20,2018-10-21,DHL,Standard,Delivered,1,False,4,8.43,carrier_capacity,6,4,Morning,7.2775,True,0.533,Carrier scan reconciled
HDEL002654,HORD002654,2018-06-03,2018-06-07,2018-06-12,StarTrack,Standard,Delivered,5,False,67,10.03,carrier_capacity,4,7,Anytime,9.5003,True,0.454,Carrier scan reconciled
HDEL002655,HORD002655,2018-11-21,2018-11-27,2018-11-27,StarTrack,Standard,Delivered,0,True,9,10.2,none,6,8,Afternoon,5.5116,True,0.373,Delivered within promise
HDEL002656,HORD002656,2018-09-19,2018-09-26,2018-09-25,DHL,Standard,Delivered,0,True,6,9.32,none,7,9,Anytime,6.775,False,0.408,Delivered within promise
HDEL002657,HORD002657,2018-02-17,2018-02-21,2018-02-24,Direct Freight,Standard,Delivered,3,False,9,8.69,carrier_capacity,4,6,Afternoon,6.97,False,0.377,Carrier scan reconciled
HDEL002658,HORD002658,2018-09-18,2018-09-22,2018-09-21,Direct Freight,Standard,Delivered,0,True,48,10.49,none,4,7,Morning,7.5832,True,0.488,Delivered within promise
HDEL002659,HORD002659,2018-01-07,2018-01-13,2018-01-13,DHL,Express,Delivered,0,True,64,19.72,none,6,4,Afternoon,7.3792,True,1.03,Delivered within promise
HDEL002660,HORD002660,2018-02-26,2018-03-02,2018-03-02,Direct Freight,Standard,Delivered,0,True,20,8.74,none,4,5,Afternoon,3.5521,True,0.931,Delivered within promise
HDEL002661,HORD002661,2018-01-13,2018-01-17,2018-01-17,StarTrack,Standard,Delivered,0,True,46,8.95,none,4,7,Morning,4.2059,True,0.457,Delivered within promise
HDEL002662,HORD002662,2018-03-12,2018-03-15,2018-03-14,Direct Freight,Standard,Delivered,0,True,19,7.2,none,3,4,Afternoon,3.8697,False,0.433,Delivered within promise
HDEL002663,HORD002663,2018-10-10,2018-10-17,2018-10-17,DHL,Express,Delivered,0,True,33,18.37,none,7,6,Morning,9.7376,True,0.666,Delivered within promise
HDEL002664,HORD002664,2018-07-14,2018-07-20,2018-07-20,Direct Freight,Standard,Delivered,0,True,22,7.71,none,6,9,Anytime,0.9414,True,0.444,Delivered within promise
HDEL002665,HORD002665,2018-12-29,2019-01-01,2018-12-31,AusPost,Standard,Delivered,0,True,53,8.87,none,3,6,Morning,7.7601,False,0.453,Delivered within promise
HDEL002666,HORD002666,2018-05-05,2018-05-08,2018-05-08,AusPost,Standard,Delivered,0,True,60,9.86,none,3,3,Anytime,7.2162,False,0.447,Delivered within promise
HDEL002667,HORD002667,2018-05-28,2018-06-01,2018-05-31,StarTrack,Express,Delivered,0,True,54,17.9,none,4,7,Morning,1.9808,True,0.506,Delivered within promise
HDEL002668,HORD002668,2018-04-19,2018-04-26,2018-04-26,AusPost,Standard,Delivered,0,True,61,8.21,none,7,9,Anytime,3.3058,True,0.412,Delivered within promise
HDEL002669,HORD002669,2018-08-15,2018-08-19,2018-08-19,Direct Freight,Standard,Delivered,0,True,49,7.31,none,4,4,Morning,1.1782,False,0.272,Delivered within promise
HDEL002670,HORD002670,2018-12-13,2018-12-20,2018-12-19,Direct Freight,Standard,Delivered,0,True,58,7.73,none,7,3,Morning,2.5783,True,0.468,Delivered within promise
HDEL002671,HORD002671,2018-11-13,2018-11-19,2018-11-19,Direct Freight,Express,Delivered,0,True,37,17.26,none,6,8,Afternoon,4.9538,False,0.352,Delivered within promise
HDEL002672,HORD002672,2018-03-27,2018-03-30,2018-04-03,Direct Freight,Standard,Delivered,4,False,6,10.45,weather,3,5,Afternoon,7.0132,True,0.603,Carrier scan reconciled
HDEL002673,HORD002673,2018-06-05,2018-06-12,2018-06-10,AusPost,Standard,Delivered,0,True,35,11.66,none,7,8,Anytime,5.874,True,0.422,Delivered within promise
HDEL002674,HORD002674,2018-11-13,2018-11-16,2018-11-16,DHL,Express,Delivered,0,True,17,16.39,none,3,6,Anytime,3.5497,True,0.452,Delivered within promise
HDEL002675,HORD002675,2018-01-05,2018-01-09,2018-01-08,StarTrack,Standard,Delivered,0,True,36,7.84,none,4,5,Morning,4.9986,True,0.512,Delivered within promise
HDEL002676,HORD002676,2018-11-16,2018-11-20,2018-11-18,AusPost,Standard,Delivered,0,True,67,10.05,none,4,6,Afternoon,5.9709,True,0.955,Delivered within promise
HDEL002677,HORD002677,2018-03-18,2018-03-25,2018-03-25,DHL,Standard,Delivered,0,True,69,9.74,none,7,6,Anytime,6.377,True,0.522,Delivered within promise
HDEL002678,HORD002678,2018-08-31,2018-09-05,2018-09-03,AusPost,Standard,Delivered,0,True,6,11.25,none,5,4,Morning,4.1643,True,0.48,Delivered within promise
HDEL002679,HORD002679,2018-11-03,2018-11-10,2018-11-10,Direct Freight,Standard,Delivered,0,True,63,7.29,none,7,8,Morning,0.7977,False,0.841,Delivered within promise
HDEL002680,HORD002680,2018-11-29,2018-12-05,2018-12-03,DHL,Standard,Delivered,0,True,23,10.98,none,6,9,Anytime,6.0755,True,0.512,Delivered within promise
HDEL002681,HORD002681,2018-11-03,2018-11-10,2018-11-08,DHL,Standard,Delivered,0,True,4,9.24,none,7,9,Anytime,5.4286,False,0.429,Delivered within promise
HDEL002682,HORD002682,2018-09-26,2018-10-02,2018-10-01,DHL,Standard,Delivered,0,True,71,10.18,none,6,6,Anytime,5.0756,True,0.427,Delivered within promise
HDEL002683,HORD002683,2018-11-01,2018-11-07,2018-11-06,DHL,Express,Delivered,0,True,10,14.19,none,6,4,Anytime,2.2584,True,0.505,Delivered within promise
HDEL002684,HORD002684,2018-07-05,2018-07-12,2018-07-12,AusPost,Standard,Delivered,0,True,9,14.13,none,7,5,Morning,7.8818,True,0.447,Delivered within promise
HDEL002685,HORD002685,2018-10-15,2018-10-20,2018-10-20,Direct Freight,Standard,Delivered,0,True,24,7.86,none,5,7,Afternoon,1.8241,True,0.361,Delivered within promise
HDEL002686,HORD002686,2018-12-30,2019-01-04,2019-01-02,DHL,Standard,Delivered,0,True,68,7.42,none,5,7,Anytime,3.7437,True,0.419,Delivered within promise
HDEL002687,HORD002687,2018-11-27,2018-11-30,2018-11-28,Direct Freight,Standard,Delivered,0,True,3,10.02,none,3,6,Afternoon,4.9303,False,0.326,Delivered within promise
HDEL002688,HORD002688,2018-11-23,2018-11-26,2018-11-26,DHL,Standard,Delivered,0,True,64,6.44,none,3,5,Afternoon,1.6468,False,0.314,Delivered within promise
HDEL002689,HORD002689,2018-02-21,2018-02-25,2018-02-24,Direct Freight,Standard,Delivered,0,True,6,7.87,none,4,4,Anytime,5.8082,False,0.488,Delivered within promise
HDEL002690,HORD002690,2018-07-18,2018-07-23,2018-07-23,AusPost,Standard,Delivered,0,True,18,10.52,none,5,8,Morning,4.4728,True,0.37,Delivered within promise
HDEL002691,HORD002691,2018-09-03,2018-09-08,2018-09-08,AusPost,Standard,Delivered,0,True,59,5.89,none,5,6,Anytime,1.9808,False,0.248,Delivered within promise
HDEL002692,HORD002692,2018-09-14,2018-09-17,2018-09-17,DHL,Express,Delivered,0,True,30,15.5,none,3,5,Afternoon,6.666,False,0.363,Delivered within promise
HDEL002693,HORD002693,2018-01-27,2018-01-30,2018-01-30,StarTrack,Standard,Delivered,0,True,53,9.41,none,3,9,Anytime,6.8807,True,0.623,Delivered within promise
HDEL002694,HORD002694,2018-10-19,2018-10-25,2018-10-25,AusPost,Standard,Delivered,0,True,25,9.13,none,6,4,Anytime,6.0005,True,0.602,Delivered within promise
HDEL002695,HORD002695,2018-04-15,2018-04-18,2018-04-17,DHL,Standard,Delivered,0,True,45,9.51,none,3,5,Anytime,6.6032,True,0.533,Delivered within promise
HDEL002696,HORD002696,2018-10-10,2018-10-14,2018-10-12,DHL,Standard,Delivered,0,True,11,8.42,none,4,7,Anytime,5.502,True,1.545,Delivered within promise
HDEL002697,HORD002697,2018-02-05,2018-02-10,2018-02-10,StarTrack,Standard,Delivered,0,True,15,7.71,none,5,8,Anytime,3.2503,True,0.921,Delivered within promise
HDEL002698,HORD002698,2018-08-27,2018-08-31,2018-08-29,StarTrack,Standard,Delivered,0,True,72,11.32,none,4,9,Afternoon,4.88,True,0.374,Delivered within promise
HDEL002699,HORD002699,2018-08-06,2018-08-11,2018-08-09,DHL,Express,Delivered,0,True,18,24.8,none,5,3,Afternoon,6.4069,True,0.453,Delivered within promise
HDEL002700,HORD002700,2018-09-19,2018-09-23,2018-09-21,StarTrack,Standard,Delivered,0,True,37,8.62,none,4,9,Morning,6.6991,False,0.415,Delivered within promise
HDEL002701,HORD002701,2018-08-22,2018-08-25,2018-08-24,StarTrack,Express,Delivered,0,True,30,19.95,none,3,3,Afternoon,6.4815,True,0.868,Delivered within promise
HDEL002702,HORD002702,2018-10-16,2018-10-23,2018-10-21,StarTrack,Standard,Delivered,0,True,36,11.07,none,7,3,Morning,8.0545,True,0.69,Delivered within promise
HDEL002703,HORD002703,2018-03-09,2018-03-12,2018-03-10,StarTrack,Express,Delivered,0,True,17,21.12,none,3,9,Afternoon,6.6012,True,0.434,Delivered within promise
HDEL002704,HORD002704,2018-10-02,2018-10-07,2018-10-07,Direct Freight,Standard,Delivered,0,True,45,9.58,none,5,5,Anytime,6.7817,True,0.479,Delivered within promise
HDEL002705,HORD002705,2018-09-06,2018-09-11,2018-09-10,StarTrack,Standard,Delivered,0,True,69,9.76,none,5,8,Afternoon,6.863,False,0.389,Delivered within promise
HDEL002706,HORD002706,2018-05-13,2018-05-20,2018-05-20,StarTrack,Express,Delivered,0,True,8,16.65,none,7,9,Anytime,4.5948,True,0.439,Delivered within promise
HDEL002707,HORD002707,2018-08-19,2018-08-26,2018-08-26,StarTrack,Standard,Delivered,0,True,67,9.31,none,7,3,Anytime,1.5023,True,0.36,Delivered within promise
HDEL002708,HORD002708,2018-08-10,2018-08-15,2018-08-13,AusPost,Express,Delivered,0,True,30,19.38,none,5,4,Morning,3.3263,True,0.453,Delivered within promise
HDEL002709,HORD002709,2018-02-13,2018-02-17,2018-02-15,StarTrack,Standard,Delivered,0,True,31,7.57,none,4,7,Afternoon,2.9223,True,1.416,Delivered within promise
HDEL002710,HORD002710,2018-08-07,2018-08-11,2018-08-10,Direct Freight,Standard,Delivered,0,True,61,10.82,none,4,9,Afternoon,5.9668,True,0.498,Delivered within promise
HDEL002711,HORD002711,2018-12-14,2018-12-19,2018-12-21,Direct Freight,Express,Delivered,2,False,31,15.59,weather,5,4,Afternoon,8.172,False,0.59,Carrier scan reconciled
HDEL002712,HORD002712,2018-02-08,2018-02-12,2018-02-12,Direct Freight,Standard,Delivered,0,True,15,12.53,none,4,5,Morning,8.172,True,0.598,Delivered within promise
HDEL002713,HORD002713,2018-09-26,2018-09-29,2018-09-27,StarTrack,Standard,Delivered,0,True,53,8.4,none,3,5,Morning,5.3305,True,0.603,Delivered within promise
HDEL002714,HORD002714,2018-10-17,2018-10-22,2018-10-20,StarTrack,Express,Delivered,0,True,13,19.84,none,5,9,Afternoon,7.2004,True,0.705,Delivered within promise
HDEL002715,HORD002715,2018-02-08,2018-02-15,2018-02-14,Direct Freight,Standard,Delivered,0,True,41,7.65,none,7,4,Morning,4.4728,False,0.419,Delivered within promise
HDEL002716,HORD002716,2018-09-12,2018-09-16,2018-09-16,StarTrack,Standard,Delivered,0,True,5,9.64,none,4,9,Afternoon,5.5418,True,0.47,Delivered within promise
HDEL002717,HORD002717,2018-05-21,2018-05-25,2018-05-23,Direct Freight,Standard,Delivered,0,True,38,8.75,none,4,8,Anytime,6.5633,True,0.969,Delivered within promise
HDEL002718,HORD002718,2018-02-18,2018-02-25,2018-02-24,StarTrack,Standard,Delivered,0,True,39,10.76,none,7,3,Afternoon,6.5044,False,0.464,Delivered within promise
HDEL002719,HORD002719,2018-04-06,2018-04-09,2018-04-08,Direct Freight,Express,Delivered,0,True,13,16.44,none,3,7,Anytime,0.6614,False,0.387,Delivered within promise
HDEL002720,HORD002720,2018-03-17,2018-03-21,2018-03-20,AusPost,Standard,Delivered,0,True,59,7.91,none,4,7,Morning,5.3325,False,0.381,Delivered within promise
HDEL002721,HORD002721,2018-09-16,2018-09-23,2018-09-23,DHL,Standard,Delivered,0,True,57,7.24,none,7,3,Anytime,3.5521,False,0.377,Delivered within promise
HDEL002722,HORD002722,2018-12-18,2018-12-23,2018-12-23,DHL,Express,Delivered,0,True,4,21.49,none,5,8,Morning,8.7534,False,0.434,Delivered within promise
HDEL002723,HORD002723,2018-01-29,2018-02-02,2018-01-31,DHL,Standard,Delivered,0,True,62,8.97,none,4,8,Morning,3.3911,True,0.875,Delivered within promise
HDEL002724,HORD002724,2018-04-10,2018-04-17,2018-04-15,StarTrack,Standard,Delivered,0,True,7,8.86,none,7,9,Afternoon,7.63,True,0.467,Delivered within promise
HDEL002725,HORD002725,2018-08-28,2018-08-31,2018-08-31,AusPost,Standard,Delivered,0,True,43,14.56,none,3,5,Anytime,6.8719,False,0.445,Delivered within promise
HDEL002726,HORD002726,2018-11-27,2018-12-02,2018-12-06,Direct Freight,Standard,Delivered,4,False,73,7.9,warehouse_congestion,5,7,Afternoon,4.0579,True,0.307,Carrier scan reconciled
HDEL002727,HORD002727,2018-12-07,2018-12-12,2018-12-10,AusPost,Standard,Delivered,0,True,13,10.08,none,5,4,Anytime,4.6816,True,0.859,Delivered within promise
HDEL002728,HORD002728,2018-09-06,2018-09-13,2018-09-12,AusPost,Express,Delivered,0,True,17,15.43,none,7,9,Morning,1.9926,True,0.433,Delivered within promise
HDEL002729,HORD002729,2018-01-17,2018-01-22,2018-01-21,AusPost,Standard,Delivered,0,True,27,10.02,none,5,5,Afternoon,4.4751,False,0.375,Delivered within promise
HDEL002730,HORD002730,2018-08-26,2018-08-30,2018-08-30,Direct Freight,Express,Delivered,0,True,34,18.7,none,4,3,Afternoon,2.7254,False,0.405,Delivered within promise
HDEL002731,HORD002731,2018-01-17,2018-01-24,2018-01-22,DHL,Standard,Delivered,0,True,44,8.67,none,7,4,Morning,6.9288,True,0.567,Delivered within promise
HDEL002732,HORD002732,2018-10-13,2018-10-20,2018-10-20,AusPost,Express,Delivered,0,True,73,18.05,none,7,7,Morning,3.6625,True,0.416,Delivered within promise
HDEL002733,HORD002733,2018-03-22,2018-03-27,2018-03-30,StarTrack,Standard,Delivered,3,False,55,11.22,carrier_capacity,5,7,Anytime,8.0026,True,0.527,Carrier scan reconciled
HDEL002734,HORD002734,2018-07-02,2018-07-08,2018-07-07,AusPost,Express,Delivered,0,True,25,21.09,none,6,5,Morning,1.2057,False,0.831,Delivered within promise
HDEL002735,HORD002735,2018-05-12,2018-05-19,2018-05-19,StarTrack,Standard,Delivered,0,True,5,8.89,none,7,7,Afternoon,5.7307,True,0.465,Delivered within promise
HDEL002736,HORD002736,2018-04-26,2018-05-03,2018-05-05,StarTrack,Standard,Delivered,2,False,53,8.91,carrier_capacity,7,5,Anytime,6.8807,True,0.444,Carrier scan reconciled
HDEL002737,HORD002737,2018-12-22,2018-12-28,2018-12-27,Direct Freight,Standard,Delivered,0,True,43,11.79,none,6,6,Anytime,9.8293,False,0.449,Delivered within promise
HDEL002738,HORD002738,2018-02-05,2018-02-11,2018-02-10,Direct Freight,Standard,Delivered,0,True,15,7.35,none,6,6,Anytime,1.6151,False,0.335,Delivered within promise
HDEL002739,HORD002739,2018-03-14,2018-03-21,2018-03-21,AusPost,Standard,Delivered,0,True,22,9.91,none,7,9,Anytime,6.4197,True,0.994,Delivered within promise
HDEL002740,HORD002740,2018-09-22,2018-09-26,2018-09-25,StarTrack,Express,Delivered,0,True,8,16.5,none,4,4,Anytime,3.4523,True,0.4,Delivered within promise
HDEL002741,HORD002741,2018-05-13,2018-05-16,2018-05-14,StarTrack,Standard,Delivered,0,True,67,10.06,none,3,3,Anytime,8.2344,True,1.08,Delivered within promise
HDEL002742,HORD002742,2018-12-06,2018-12-10,2018-12-09,DHL,Standard,Delivered,0,True,56,8.56,none,4,9,Morning,5.9598,False,0.397,Delivered within promise
HDEL002743,HORD002743,2018-04-24,2018-04-27,2018-04-26,DHL,Standard,Delivered,0,True,61,9.06,none,3,5,Morning,4.0513,True,0.424,Delivered within promise
HDEL002744,HORD002744,2018-03-15,2018-03-22,2018-03-20,StarTrack,Standard,Delivered,0,True,18,8.57,none,7,3,Afternoon,5.4986,False,0.429,Delivered within promise
HDEL002745,HORD002745,2018-05-29,2018-06-05,2018-06-04,Direct Freight,Express,Delivered,0,True,9,16.94,none,7,6,Afternoon,8.0949,True,1.066,Delivered within promise
HDEL002746,HORD002746,2018-03-05,2018-03-08,2018-03-06,AusPost,Standard,Delivered,0,True,18,8.23,none,3,8,Afternoon,6.445,True,1.672,Delivered within promise
HDEL002747,HORD002747,2018-07-01,2018-07-07,2018-07-05,AusPost,Standard,Delivered,0,True,58,9.61,none,6,7,Anytime,2.5481,False,0.281,Delivered within promise
HDEL002748,HORD002748,2018-11-19,2018-11-24,2018-11-24,DHL,Standard,Delivered,0,True,52,8.86,none,5,4,Anytime,7.1074,True,0.488,Delivered within promise
HDEL002749,HORD002749,2018-07-29,2018-08-05,2018-08-04,StarTrack,Standard,Delivered,0,True,32,12.89,none,7,7,Morning,7.6891,True,0.441,Delivered within promise
HDEL002750,HORD002750,2018-04-29,2018-05-04,2018-05-02,DHL,Standard,Delivered,0,True,11,7.86,none,5,7,Morning,5.058,True,0.492,Delivered within promise
HDEL002751,HORD002751,2018-04-10,2018-04-13,2018-04-16,StarTrack,Standard,Delivered,3,False,42,6.56,carrier_capacity,3,3,Morning,1.0237,True,0.526,Carrier scan reconciled
HDEL002752,HORD002752,2018-03-25,2018-03-31,2018-03-30,Direct Freight,Standard,Delivered,0,True,48,7.45,none,6,5,Afternoon,5.6968,False,0.358,Delivered within promise
HDEL002753,HORD002753,2018-03-17,2018-03-23,2018-03-21,DHL,Express,Delivered,0,True,59,14.86,none,6,9,Afternoon,3.994,True,0.863,Delivered within promise
HDEL002754,HORD002754,2018-12-01,2018-12-05,2018-12-03,DHL,Standard,Delivered,0,True,39,8.88,none,4,3,Afternoon,3.1423,True,0.887,Delivered within promise
HDEL002755,HORD002755,2018-04-10,2018-04-17,2018-04-15,StarTrack,Standard,Delivered,0,True,22,9.4,none,7,3,Afternoon,6.7817,False,0.431,Delivered within promise
HDEL002756,HORD002756,2018-06-11,2018-06-17,2018-06-17,Direct Freight,Standard,Delivered,0,True,33,10.35,none,6,7,Afternoon,2.9832,True,0.383,Delivered within promise
HDEL002757,HORD002757,2018-10-12,2018-10-15,2018-10-14,DHL,Standard,Delivered,0,True,6,5.49,none,3,4,Afternoon,0.0211,False,0.211,Delivered within promise
HDEL002758,HORD002758,2018-01-25,2018-01-29,2018-01-27,AusPost,Standard,Delivered,0,True,46,10.23,none,4,8,Morning,4.4677,True,1.718,Delivered within promise
HDEL002759,HORD002759,2018-02-04,2018-02-07,2018-02-07,AusPost,Standard,Delivered,0,True,28,8.99,none,3,8,Anytime,5.4761,True,0.48,Delivered within promise
HDEL002760,HORD002760,2018-12-30,2019-01-02,2018-12-31,DHL,Express,Delivered,0,True,22,18.82,none,3,7,Morning,6.6032,True,0.557,Delivered within promise
HDEL002761,HORD002761,2018-07-22,2018-07-27,2018-07-31,Direct Freight,Standard,Delivered,4,False,50,15.01,warehouse_congestion,5,5,Morning,8.9476,True,1.823,Carrier scan reconciled
HDEL002762,HORD002762,2018-05-24,2018-05-27,2018-05-27,DHL,Express,Delivered,0,True,11,21.41,none,3,7,Morning,8.0642,True,1.864,Delivered within promise
HDEL002763,HORD002763,2018-06-30,2018-07-03,2018-07-01,StarTrack,Standard,Delivered,0,True,3,10.8,none,3,8,Anytime,5.5116,True,0.425,Delivered within promise
HDEL002764,HORD002764,2018-12-30,2019-01-05,2019-01-03,Direct Freight,Standard,Delivered,0,True,28,7.72,none,6,5,Anytime,4.6129,True,0.558,Delivered within promise
HDEL002765,HORD002765,2018-06-28,2018-07-02,2018-07-01,StarTrack,Standard,Delivered,0,True,14,13.01,none,4,4,Afternoon,5.1778,True,1.055,Delivered within promise
HDEL002766,HORD002766,2018-04-05,2018-04-12,2018-04-10,AusPost,Standard,Delivered,0,True,41,8.69,none,7,6,Afternoon,3.6205,True,1.056,Delivered within promise
HDEL002767,HORD002767,2018-02-11,2018-02-18,2018-02-21,AusPost,Standard,Delivered,3,False,26,8.88,warehouse_congestion,7,6,Morning,6.6659,True,0.404,Carrier scan reconciled
HDEL002768,HORD002768,2018-09-08,2018-09-11,2018-09-13,Direct Freight,Express,Delivered,2,False,40,16.42,carrier_capacity,3,3,Anytime,2.7341,True,0.453,Carrier scan reconciled
